<<<<<<< HEAD
Fuel,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
EL3_1,1,2,2,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55
EL3_2,1,2,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
EL3_3,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5
EL3_4,0.159466095,0.24507868,0.334806939,0.514459443,0.702408627,0.159466095,0.24507868,0.334806939,0.514459443,0.702408627,0.988987035,1.380466173,1.884064806,2.410609963,3.059024847,3.938260533,4.546645572,4.652281245,4.760072747,4.86930147,4.980686022,5.094945015,5.210641227,5.32777466,5.438248973,5.551871482,5.665493992,5.779116501,5.892739011
EL3_5,0.328829407,0.449220501,0.690265648,0.942442697,0.942442697,0.213960438,0.328829407,0.449220501,0.690265648,0.942442697,1.326953533,1.852212821,2.527906194,3.234387605,4.10438528,5.284082141,6.100370574,6.24210512,6.386732208,6.533287657,6.682735648,6.836040362,6.991273436,7.148434872,7.296661567,7.449112292,7.601563017,7.754013742,7.906464467
=======
REF,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,ElecStart
173_1,5.974512512,5.974512512,6.182340386,6.611788521,7.298923742,7.85758566,8.496049732,9.171241418,9.822621767,10.65321733,11.24609746,11.79340731,12.29191002,12.81994263,13.29384385,13.6299955,14.34479992,15.48542459,16.72206155,18.06394909,19.53053482,21.12127681,22.86602216,24.6071862,26.02743022,27.61093263,29.19443504,30.77793746,32.36143987,1
174_0,0,0,0,0,0,0.305672735,0.469779297,0.641774996,0.986142067,1.346412635,1.895740725,2.646147879,3.611471391,4.62077997,5.863694647,7.549058399,8.715241831,8.917729669,9.124349911,9.333725091,9.547232675,9.766250132,9.988022525,10.21254986,10.42431265,10.64211006,10.85990747,11.07770489,11.2955023,0
175_0,0,0,0,0,0,0.018353595,0.028207091,0.038534278,0.059211207,0.080843035,0.113826497,0.158883406,0.216844599,0.2774468,0.352075478,0.453270251,0.523291733,0.535449767,0.547855925,0.560427498,0.573247195,0.586397722,0.599713664,0.613195022,0.623285364,0.635856937,0.64842851,0.661000084,0.673571657,0
176_0,0,0,0,0,0,0.049998684,0.076841485,0.104974706,0.161302597,0.220231812,0.310085039,0.432828634,0.590725954,0.755817881,0.959120601,1.23479442,1.425546262,1.458667062,1.492463796,1.526711154,1.561634446,1.597458985,1.633734147,1.670459931,1.705097829,1.740722806,1.776347783,1.81197276,1.847597737,0
177_0,0,0,0,0,0,0.072137566,0.11086607,0.15145638,0.232725657,0.317748098,0.447387371,0.624480514,0.852293074,1.090485938,1.383808923,1.781548154,2.056762867,2.104549202,2.153310768,2.202722489,2.253109441,2.304796701,2.357134116,2.410121684,2.460096872,2.511496207,2.562895541,2.614294876,2.665694211,0
178_0,0,0,0,0,0,2.244133045,3.448941056,4.711668109,7.239880265,9.884849856,13.91780792,19.42701205,26.51405039,33.92401039,43.04901757,55.4223177,63.98399325,65.470582,66.98750929,68.52466228,70.09215382,71.70009675,73.32826538,74.9766597,76.53134163,78.13032747,79.7293133,81.32829914,82.92728498,0
178_1,303.2310502,303.2310502,318.1801181,338.7072382,368.8626559,395.5286139,425.3144815,456.6749933,488.4031454,527.0381167,557.4417619,586.6281375,614.4959771,643.9191465,671.9333434,695.4884414,733.8612735,788.3277041,847.1555404,910.7536232,979.8703686,1054.590783,1136.027317,1218.119131,1284.955405,1359.394247,1433.833088,1508.271929,1582.710771,1
179_0,0,0,0,0,0,5.114121711,7.859740926,10.73735099,16.4988564,22.52643861,31.71708728,44.27193134,60.42247855,77.30892714,98.10377148,126.3011027,145.8121789,149.1999441,152.6568473,156.1598426,159.731976,163.3962934,167.1067029,170.8632044,174.4061462,178.0500514,181.6939567,185.3378619,188.9817672,0
179_1,157.177496,157.177496,164.484632,175.2520551,191.35645,205.3479653,221.0500177,237.597317,254.1770249,274.5564868,290.2846226,305.2718607,319.459387,334.4474309,348.5708452,360.1288286,379.8090201,408.384944,439.2729053,472.6908481,509.0506527,548.3850918,591.3111744,634.4929257,669.663485,708.843357,748.023229,787.203101,826.382973,1
180_0,0,0,0,0,0,1.749545703,2.68882454,3.673257569,5.644273825,7.706315196,10.85044449,15.1454681,20.67058503,26.4474545,33.56138972,43.20772246,49.88247942,51.04143698,52.22404673,53.42242461,54.64445469,55.89802103,57.1673555,58.4524581,59.6645017,60.91108501,62.15766832,63.40425163,64.65083494,0
180_1,207.6092359,207.6092359,217.1353276,231.3937909,252.8001111,271.3291105,292.1440399,314.0836812,336.0211466,363.0400252,383.8057476,403.5615808,422.2280411,441.9502575,460.4922227,475.5733471,501.5083462,539.3508458,580.2618208,624.5308582,672.7088039,724.8357352,781.7381181,838.9543143,885.559393,937.4797124,989.4000317,1041.320351,1093.240671,1
181_0,0,0,0,0,0,1.237831196,1.902385797,2.598887701,3.993412809,5.452339623,7.67686072,10.71565771,14.62476513,18.71199145,23.74521289,30.57014554,35.29264144,36.1126222,36.94933726,37.79720853,38.6618141,39.54873206,40.44680623,41.3560366,42.21357658,43.09555394,43.97753131,44.85950867,45.74148604,0
181_1,56.2627458,56.2627458,58.65509531,62.57375877,68.57788779,73.67191029,79.42543523,85.49620688,91.49861024,98.97222809,104.5863631,109.8797013,114.8279925,120.0599644,124.9145296,128.7223033,135.66074,146.0634555,157.3197378,169.5106478,182.7957281,197.1810013,212.9077472,228.6835426,241.5392937,255.8648821,270.1904705,284.516059,298.8416474,1
182_0,0,0,0,0,0,0.812134386,1.248145084,1.705116235,2.620056654,3.577250685,5.036747005,7.030485354,9.595229701,12.27683689,15.57910639,20.05690798,23.15531212,23.69329709,24.24226134,24.79854511,25.36580817,25.94771028,26.53693191,27.13347306,27.69610042,28.27476102,28.85342163,29.43208223,30.01074283,0
182_1,31.44623933,31.44623933,32.96598792,35.10353368,38.26350548,41.0405811,44.14765719,47.42003771,50.71961066,54.75063258,57.90144083,60.91841363,63.79061211,66.82371197,69.70141173,72.0991202,76.06400974,81.7361482,87.86413028,94.49077084,101.6953388,109.4858693,117.9805191,126.5373176,133.5048955,141.2656301,149.0263647,156.7870994,164.547834,1
183_0,0,0,0,0,0,0.335430202,0.515512659,0.704252267,1.082143727,1.477486902,2.080292488,2.903752334,3.963050805,5.070616321,6.434529662,8.283964822,9.563677075,9.785877254,10.01261213,10.24237014,10.47666284,10.71700181,10.96036391,11.20674914,11.4391272,11.67812735,11.91712751,12.15612766,12.39512781,0
183_1,21.06693636,21.06693636,21.82059143,23.32887768,25.72947559,27.6914029,29.93032067,32.29737531,34.58792662,37.50005584,39.59211006,41.52866197,43.2985961,45.17292436,46.8627116,48.07875835,50.60916219,54.61495107,58.95687119,63.66721392,68.81342489,74.39412557,80.51265664,86.62252055,91.60566302,97.16124233,102.7168216,108.2724009,113.8279802,1
184_0,0,0,0,0,0,0.334182813,0.513595584,0.701633312,1.078119479,1.471992462,2.072556351,2.892953936,3.948313115,5.051759846,6.410601102,8.253158631,9.528111924,9.74948579,9.97537749,10.20428108,10.4377025,10.67714771,10.9196048,11.16507378,11.39658767,11.63469904,11.8728104,12.11092177,12.34903314,0
184_1,2.699483731,2.699483731,2.793540757,2.98753547,3.297841466,3.550204647,3.838592654,4.143565327,4.43783421,4.813002159,5.080896043,5.328237968,5.553567602,5.792241808,6.006504316,6.15861529,6.481660742,6.996913518,7.555530002,8.161682272,8.824149082,9.542689487,10.33077538,11.1172723,11.75880287,12.47407519,13.18934751,13.90461983,14.61989215,1
185_0,0,0,0,0,0,0.217583385,0.334397406,0.456827057,0.701953771,0.958400882,1.349422559,1.883575953,2.5707107,3.289154813,4.173883976,5.373556397,6.203666871,6.347801379,6.494877407,6.643914449,6.795893012,6.951793602,7.109655205,7.269477823,7.42021441,7.575246551,7.730278692,7.885310833,8.040342974,0
186_0,0,0,0,0,0,0.238819841,0.367035082,0.501414046,0.770465485,1.051942209,1.481128173,2.067415718,2.821615821,3.61018113,4.581261152,5.898023355,6.809153825,6.967356071,7.128786934,7.292370209,7.459182102,7.630298817,7.803567944,7.978989482,8.144438181,8.314601685,8.48476519,8.654928695,8.825092199,0
187_0,0,0,0,0,0,0.33697441,0.517885906,0.707494408,1.087125553,1.484288755,2.089869456,2.917120234,3.981295359,5.093959734,6.464152074,8.322101412,9.60770503,9.830928144,10.05870683,10.28952257,10.52489388,10.76633929,11.01082174,11.25834125,11.4917891,11.73188953,11.97198996,12.21209039,12.45219082,0
187_1,5.4012228,5.4012228,5.709536669,6.063047858,6.555102763,7.013955325,7.519493553,8.050315069,8.602740483,9.257281759,9.801824035,10.33514919,10.85605541,11.40520583,11.94204378,12.42364315,13.12714671,14.06460064,15.07485408,16.16461588,17.34493763,18.6184082,20.00099899,21.40325719,22.5436422,23.8129175,25.0821928,26.3514681,27.6207434,1
188_0,0,0,0,0,0,0.58010799,0.891550645,1.217965363,1.871507752,2.555231918,3.597750855,5.021879135,6.853877279,8.769350611,11.12816333,14.3266592,16.5398508,16.92413372,17.31625916,17.71361293,18.11880921,18.53446217,18.95534347,19.38145311,19.78333811,20.19667566,20.61001321,21.02335077,21.43668832,0
188_1,5.296430353,5.296430353,5.487771875,5.866431603,6.467964581,6.960496311,7.522271755,8.116139362,8.69144137,9.42208617,9.948181192,10.43564582,10.88171224,11.35404831,11.78055631,12.08903472,12.72608995,13.73173209,14.821664,16.00397859,17.2955312,18.69602295,20.2312641,21.76468103,23.01526699,24.40947937,25.80369176,27.19790414,28.59211653,1
189_0,0,0,0,0,0,0.10841457,0.166619115,0.227621742,0.349760237,0.47753931,0.672372417,0.938523302,1.280899712,1.638876539,2.079707679,2.67746458,3.091081043,3.162898478,3.236181575,3.31044178,3.386167648,3.463847731,3.542504922,3.622139221,3.697246253,3.774493617,3.851740981,3.928988344,4.006235708,0
190_0,0,0,0,0,0,0.286044325,0.43961298,0.600564181,0.922818131,1.259954355,1.774007998,2.476228652,3.379565068,4.324062101,5.487164496,7.064304627,8.155602982,8.345088305,8.538440676,8.734371078,8.934168527,9.13912204,9.346653584,9.55676316,9.754927856,9.958739669,10.16255148,10.36636329,10.57017511,0
190_1,0.01077073,0.01077073,0.011177762,0.011942629,0.013146676,0.014141404,0.015273156,0.016468991,0.01763349,0.019104977,0.020176107,0.021173142,0.022090708,0.023061926,0.0239454,0.024599164,0.025903195,0.027934303,0.030134738,0.032520713,0.035125532,0.037949047,0.041042105,0.044134862,0.044450586,0.046836561,0.049222536,0.051608511,0.053994485,1
191_0,0,0,0,0,0,0.257521539,0.395777163,0.540679184,0.830799722,1.134318554,1.597113561,2.229312588,3.042573204,3.892890126,4.940014271,6.359890558,7.342370572,7.512961448,7.687033771,7.863427058,8.043301792,8.227818454,8.41465608,8.603814671,8.78221946,8.965708267,9.149197073,9.33268588,9.516174686,0
192_0,0,0,0,0,0,0.237833626,0.365519397,0.499343439,0.76728382,1.047598176,1.475011801,2.058878251,2.809963858,3.595272758,4.56234267,5.873667257,6.78103518,6.938584125,7.099348354,7.262256106,7.428379142,7.598789225,7.771342831,7.94603996,8.110805432,8.28026624,8.449727049,8.619187857,8.788648665,0
193_0,0,0,0,0,0,0.299648443,0.460520743,0.629126698,0.966706877,1.319877123,1.858378888,2.593996788,3.540295409,4.529712225,5.74813116,7.400279247,8.54347918,8.741976326,8.944524433,9.149773182,9.359072893,9.573773888,9.791175523,10.0112778,10.21886711,10.4323721,10.6458771,10.85938209,11.07288709,0
194_0,0,0,0,0,0,0.077515042,0.119130553,0.162746657,0.250074132,0.341434548,0.480737747,0.671032253,0.915827042,1.171775931,1.486964604,1.914353203,2.210083726,2.261432281,2.313828766,2.36692387,2.421066904,2.476607178,2.532846072,2.589783585,2.64348416,2.698715045,2.75394593,2.809176815,2.864407701,0
194_1,0.142367101,0.142367101,0.147252584,0.157505217,0.173950716,0.187288764,0.202542559,0.218675936,0.234217965,0.254063784,0.26818682,0.281207313,0.293047175,0.305589847,0.316822284,0.324733804,0.341735124,0.368967188,0.39849491,0.43053934,0.465567523,0.503564836,0.545248621,0.58683435,0.620757166,0.658580662,0.696404158,0.734227654,0.772051149,1
195_0,0,0,0,0,0,0.069886135,0.107405914,0.146729391,0.225462235,0.307831105,0.433424306,0.604990331,0.825692807,1.056451615,1.340619922,1.725945618,1.992570815,2.038865727,2.086105434,2.133975003,2.182789366,2.232863455,2.283567406,2.334901221,2.383316671,2.43311182,2.48290697,2.532702119,2.582497269,0
196_0,0,0,0,0,0,0.250471924,0.38494282,0.525878169,0.808056699,1.103266747,1.553392807,2.168285476,2.9592832,3.786322819,4.804782091,6.185789469,7.141374234,7.307295209,7.476602327,7.648166873,7.823117562,8.002583107,8.18430608,8.368286482,8.541807465,8.720273292,8.898739119,9.077204946,9.255670773,0
197_0,0,0,0,0,0,0.466119826,0.716365639,0.978641584,1.503766336,2.053142304,2.890811761,4.035106335,5.507126493,7.046219403,8.94153785,11.51154613,13.28985723,13.59863058,13.91370544,14.23298129,14.55855863,14.89253797,15.23071831,15.57309965,15.89601637,16.22813527,16.56025417,16.89237307,17.22449197,0
197_1,150.3506723,150.3506723,158.3113654,168.3311219,182.6948246,195.7061346,210.1484273,225.3354001,240.9011058,259.6185723,274.7325278,289.379478,303.5170664,318.4328823,332.8169037,345.3055854,364.5928725,391.1720228,419.8499182,450.8217906,484.4289844,520.7276713,560.219281,600.1401233,632.6255132,668.7952899,704.9650666,741.1348432,777.3046199,1
198_0,0,0,0,0,0,0.797325763,1.225386152,1.674024798,2.572282007,3.512022367,4.944905935,6.902290053,9.420268329,12.05297855,15.29503379,19.69118623,22.73309344,23.26126868,23.80022301,24.34636339,24.90328286,25.47457444,26.05305209,26.63871579,27.19108409,27.75919327,28.32730246,28.89541165,29.46352084,0
198_1,380.2342675,380.2342675,401.1369867,426.2546519,461.7541898,494.364057,530.4300182,568.3286056,607.4608653,654.180735,692.4583708,729.746714,765.9496753,804.1306605,841.2009995,873.9212577,923.0648966,989.6836683,1061.520587,1139.058882,1223.120042,1313.865817,1412.493883,1512.353972,1593.590634,1684.025425,1774.460217,1864.895008,1955.3298,1
199_0,0,0,0,0,0,1.859437913,2.857714597,3.903981689,5.998801133,8.190363146,11.53198103,16.09678304,21.96894281,28.10866816,35.66944285,45.92167964,53.01569047,54.2474443,55.50433597,56.77798619,58.07677424,59.40907941,60.75814313,62.12396541,63.41213971,64.73702323,66.06190675,67.38679027,68.71167379,0
199_1,506.3486242,506.3486242,533.8034226,567.3618253,615.0440932,658.6159607,706.8707344,757.5910175,809.8177575,872.3381653,923.2845055,972.8186199,1020.807096,1071.424762,1120.447587,1163.458387,1228.720594,1317.731554,1413.735666,1517.381629,1629.784048,1751.148588,1883.104984,2016.629602,2125.264515,2246.207494,2367.150474,2488.093453,2609.036433,1
200_0,0,0,0,0,0,2.064351435,3.17264007,4.334207745,6.659880194,9.092956425,12.80282683,17.87067852,24.38996124,31.20629577,39.60028191,50.9823343,58.85811833,60.22561373,61.6210172,63.03502605,64.47694297,65.95607065,67.4538037,68.97014214,70.40027565,71.8711638,73.34205196,74.81294011,76.28382826,0
200_1,194.0275592,194.0275592,204.8301769,217.6080231,235.5767236,252.1647379,270.4875304,289.7365199,309.6638439,333.3952138,352.9373675,372.0086297,390.5619192,410.1263148,429.1654135,446.0631538,471.2052129,505.0936585,541.6289987,581.0559585,623.7863407,669.9061679,720.014133,770.7767021,812.0680036,858.0317998,903.9955961,949.9593923,995.9231885,1
201_0,0,0,0,0,0,1.75489035,2.697038569,3.684478919,5.661516388,7.729857041,10.88359127,15.19173564,20.73373113,26.52824822,33.66391563,43.33971674,50.03486426,51.19736229,52.38358477,53.58562355,54.81138678,56.06878261,57.34199474,58.63102317,59.84676941,61.09716088,62.34755235,63.59794382,64.84833529,0
201_1,38.10977885,38.10977885,39.80376161,42.43688241,46.42496388,49.84721436,53.70063971,57.76411843,61.80761677,66.81107988,70.61905588,74.22804067,77.62266097,81.21037833,84.56481556,87.25250504,91.98725301,98.97635836,106.5350841,114.7173341,123.627189,133.2706077,143.8042998,154.3851982,163.0054408,172.6098661,182.2142914,191.8187167,201.423142,1
202_0,0,0,0,0,0,1.017174654,1.563265348,2.135608399,3.281544612,4.480402244,6.308378857,8.805478043,12.0177456,15.37638047,19.51237679,25.1206928,29.0013537,29.67516419,30.36272592,31.05945514,31.76993559,32.49875102,33.23673395,33.98388436,34.68855873,35.41331428,36.13806982,36.86282536,37.58758091,0
202_1,16.12705824,16.12705824,16.75305782,17.89352441,19.67860153,21.16166261,22.8463915,24.62598428,26.36458491,28.55460714,30.15959075,31.6577497,33.04127749,34.50535122,35.84307773,36.84638033,38.8067835,41.83509134,45.11500888,48.67058626,52.55079369,56.75583028,61.36031845,65.96750382,69.72367768,73.91044076,78.09720385,82.28396693,86.47073001,1
203_0,0,0,0,0,0,0.914065578,1.404800088,1.919125804,2.948900625,4.02623232,5.668910393,7.912883345,10.7995294,13.81770579,17.53444397,22.57425556,26.06154118,26.66704878,27.28491367,27.91101676,28.54947715,29.20441394,29.86758892,30.53900211,31.17224497,31.82353341,32.47482185,33.1261103,33.77739874,0
203_1,23.85636911,23.85636911,24.81495417,26.49262968,29.09833553,31.27970082,33.75250536,36.36349849,38.92551363,42.13911064,44.51563652,46.74224474,48.80785357,50.99303053,53.00120695,54.53341217,57.44887798,61.9032425,66.72602219,71.95234966,77.65289996,83.82879998,90.58745977,97.35630208,102.8739019,109.0234056,115.1729093,121.322413,127.4719168,1
204_0,0,0,0,0,0,0.636960287,0.978925243,1.337329566,2.054921041,2.805652195,3.950341068,5.514038127,7.525577501,9.628772878,12.21875622,15.73071413,18.16080504,18.58274883,19.01330371,19.44959933,19.89450604,20.35089422,20.81302313,21.28089277,21.72216369,22.17600954,22.6298554,23.08370125,23.5375471,0
204_1,28.729208,28.729208,29.90372656,31.91827301,35.03462048,37.6538207,40.61973206,43.75073383,46.82996483,50.68385246,53.54723121,56.23508318,58.73435147,61.37786935,63.81435663,65.68923781,69.20978757,74.55831879,80.34817593,86.62139299,93.46198915,100.8718362,108.9784424,117.1011407,123.7217448,131.1001968,138.4786488,145.8571008,153.2355527,1
205_0,0,0,0,0,0,0.159753159,0.245519859,0.335409644,0.51538555,0.703673071,0.990767364,1.382951225,1.887456414,2.414949433,3.064531563,3.94535001,4.554830236,4.660656069,4.768641613,4.878066964,4.989652026,5.104116702,5.220021186,5.337365477,5.448038661,5.561865708,5.675692756,5.789519803,5.903346851,0
205_1,6.657293718,6.657293718,6.903538151,7.377835411,8.127770961,8.744651627,9.447354079,10.19001697,10.91139964,11.82518384,12.48686119,13.10141135,13.66543751,14.26255684,14.80381857,15.20002677,16.00349722,17.26306198,18.62790666,20.10812526,21.72459271,23.47708005,25.39750443,27.31672755,28.88179571,30.62650226,32.37120881,34.11591536,35.86062191,1
206_0,0,0,0,0,0,0.420655472,0.646492832,0.883186929,1.35709211,1.852883094,2.608848023,3.641530496,4.969972884,6.358945888,8.069398934,10.38873397,11.99359233,12.27224858,12.55659168,12.84472604,13.13854725,13.43995094,13.74514588,14.05413206,14.34555215,14.64527687,14.94500158,15.2447263,15.54445102,0
206_1,30.95861451,30.95861451,32.52791938,34.61123214,37.64378796,40.34974702,43.365131,46.53844712,49.7647222,53.6747319,56.78187473,59.77546115,62.64576898,65.67542301,68.57432469,71.04275196,74.98094449,80.50822109,86.47577219,92.92475117,99.9292329,107.4989973,115.7436827,124.0634608,130.8358164,138.3776736,145.9195308,153.461388,161.0032452,1
207_0,0,0,0,0,0,1.381703088,2.123498212,2.900953842,4.45756322,6.08605965,8.569134629,11.96112797,16.32458708,20.88686766,26.50509544,34.12328325,39.39467015,40.30995647,41.24392209,42.1903406,43.15543841,44.14544198,45.14789842,46.16280773,47.12001872,48.10450744,49.08899616,50.07348488,51.0579736,0
207_1,172.4491559,172.4491559,182.9658688,194.0586449,209.0472345,223.4392167,239.1795095,255.6827861,273.1168318,293.4764882,310.9103142,328.1535271,345.1773908,363.1116792,380.8575091,397.226889,420.008328,449.4154739,481.0687192,515.1730827,552.0449293,591.7841197,634.8390541,678.6499147,714.2576115,753.8759852,793.494359,833.1127328,872.7311065,1
208_0,0,0,0,0,0,4.010253506,6.163238848,8.419725202,12.93762653,17.66417276,24.87104681,34.71596452,47.38046338,60.62202145,76.9283595,99.03937932,114.3390468,116.9955728,119.7063136,122.4531976,125.2542964,128.1276817,131.0372101,133.9828818,136.7610899,139.6184689,142.4758478,145.3332268,148.1906058,0
208_1,153.184326,153.184326,162.5553425,172.4005017,185.6834006,198.4564233,212.4209685,227.0613446,242.5389534,260.6008403,276.0891503,291.4154,306.5544812,322.5026554,338.2922919,352.8760233,373.1263479,399.2256386,427.3167203,457.5813107,490.2988517,525.5587936,563.7567782,602.6317881,634.2268754,669.3800664,704.5332573,739.6864483,774.8396392,1
